description,cat_sub,category,subcategory
massa milho s/ gluten spaghetti 500g fitfood,19_144,19,144
"agua mineral s/ gas 1,5l pura e leve",2_2,2,2
forminha lam kirey p/doces n.6 ouro c/100,32_277,32,277
energetico red nose lt 250ml,223_0,223,0
torresmo pacas pururuca bj 150g (v),270_1143,270,1143
saco aspir po electrolux premium c secl,120_1189,120,1189
mac semola galo concha 500g,19_176,19,176
cr dent creme colgate tripla acao 90g lv12 gts3 cr dent creme nutracuc.90g,207_559,207,559
suco grapejuice 238ml-lt uva vde,15_12,15,12
cerv brahma retornavel gf 300ml,14_244,14,244
linguica pernil apiment.cofril kg,94_1194,94,1194
esc d clean garfield 3d mc,128_189,128,189
agenda tilibra feminina m4,83_107,83,107
pizza massaleve brotinho 300gr,200_743,200,743
leite ferm activia 400g-bj c4 ameixa soja,197_953,197,953
castanha caju ideal c/s 200g torrada,74_96,74,96
agua min purissima c/gas 500ml,2_452,2,452
jarra plastica plasutil com tampa filtra gelo,56_81,56,81
alface org fito artes un crespa,41_762,41,762
sand havaianas top ath 39/0 morango,21_22,21,22
kit sh/cond inf lorys kids blue sh+cond 500ml+cr 300g,253_194,253,194
purif ar glade aut lav e v rf 269ml 20%desc,114_293,114,293
canjica mika branca 500g,155_246,155,246
caqui chocolate kg,163_1583,163,1583
suco lanjal 625ml,15_12,15,12
limp perf veja lav/bem estar lv500ml pg350ml,43_50,43,50
molho barbecue 370g kenko c/ mel,306_0,306,0
vinho argentino nieto senetiner brut nat 750ml,6_134,6,134
hidrat loc corpo nivea souffle angel star 200g,60_73,60,73
vela regina branca n.02,32_102,32,102
lava roupa omo 2kg mult+toq comfort,187_367,187,367
sandalia havaianas flat mix roxo 35/36,21_22,21,22
"mac c ovos adria 500g, penne",19_860,19,860
arroz parbo princesa 5kg tp1,224_620,224,620
acucar extra fino maisdoce 1kg,33_1444,33,1444
esm risque cigana 1un-sm,151_239,151,239
camarão cinza limpo congelado kg,166_284,166,284
"iog grego nestle 90g, d leite",135_579,135,579
iog digudinho 900gr flocos,135_0,135,0
alface crespa organico cultivar,41_762,41,762
cond nutritivo romanholi kethidrat 250ml,49_468,49,468
lava roupa po ype premium toq amaciante 1kg,187_367,187,367
"pizza massa leve 400g, calabresa",200_130,200,130
mac dallas 500g ninho c/ovos,19_192,19,192
queijo sun valley cheddar 280g,67_826,67,826
desod sanit wc box pedra lavanda 30g,90_602,90,602
porta wafer sanremo,56_386,56,386
granola sr viccino salgada limao 150g,76_152,76,152
gelatina po bretzke framb 30g,141_1248,141,1248
camarao des.con.coz.dellmare 91/110 800g,166_284,166,284
desinf clean plus lavanda 2l,157_253,157,253
des aero rexona powder 150ml gts 30ml,106_150,106,150
queijo provolone pastora fazenda fracao kg,67_143,67,143
far rosca ubon 500g,26_870,26,870
lava roupa liq ola original 500ml,22_720,22,720
limpa pneu pretinho cockpit 500ml,230_1310,230,1310
carne suina aurora pernil c/osso s/pele kg,112_1194,112,1194
algodao cotton hidrofilo 500g,296_1533,296,1533
queijo provolone porto alegre kg,67_143,67,143
bolo z/acuc bolobom 430g,185_1582,185,1582
cera polidora free way 200g,316_1137,316,1137
garrafa de vidro acqua vitrizi,47_81,47,81
paprica doce marpa 20g,9_355,9,355
sabonete 80g organico natural curcuma,107_40,107,40
alface americana sta maria un,41_262,41,262
vinho castiglion chardonnay gfa 750ml,6_300,6,300
iog.carolina gluck salada de fruta 900g,135_0,135,0
vinho casa agric port 750ml tto syr,6_112,6,112
saca rolha trudeau lever autom 1515,13_1120,13,1120
molho barbecue bonare sache 190g,306_0,306,0
vela kirey estrela c/3 rosa n.2,32_102,32,102
iog polpa batavo 100g-cp ped fruta coco,135_201,135,201
"alim p caes deli dog 900g, galinha",77_26,77,26
essencia ubon eucal 200ml,114_165,114,165
"sabonete protex 85g, balance saudavel",107_287,107,287
manteiga deale 200g,144_227,144,227
locao hidratante bebe natureza 230ml,60_73,60,73
trigo p/kibe pink 500g,26_662,26,662
semente de linhaca 200g cerradim,76_138,76,138
queijo starmilk prato fatiado 150g,67_33,67,33
panetone triunfo frutas light 500g,247_558,247,558
difusor bom ar wick nat flor cereja 50ml,114_549,114,549
farofa pronta kanty tradicional pct 250g,26_863,26,863
forma de gelo com tampa (plasti -daiso,56_896,56,896
vela sao domingos 7 dias nsa.bom parto,88_102,88,102
lava louca gel ecobril mar alecr rf 500ml,45_120,45,120
trena tramontina 3m 43156/303,91_1875,91,1875
queijo cheddar polenghi fatiado bdj kg,67_826,67,826
creme pentear monange 300g cachos perfeitos,149_258,149,258
torta coco queimado kg,205_387,205,387
desinf minuano lavanda 2l,157_253,157,253
cond gota dourada cabelos cacheados 430ml,49_258,49,258
ralador krea inox 1627,13_1126,13,1126
cerv skol lt 350ml,14_244,14,244
sham inf dove baby hidrat enriq 200ml,148_73,148,73
cond t monica kids 260ml tod tip cab,152_0,152,0
shampoo 500ml batman 4em1,148_101,148,101
biscoito carolina kg,5_0,5,0
bolinho casa suica pao mel pct 45g,57_269,57,269
esfregao lustra mop onca90027m11,121_700,121,700
forminha lam kirey p/doces n.6 verde c/100,32_277,32,277
"massa piraque 500g, anelzinho",19_192,19,192
salg aper amendoim yoki desc salgado 150g,11_328,11,328
copo vidro bico jaca imp 280ml yzp042amb,47_104,47,104
resistencia lorenzetti b b 127v 7589112,75_97,75,97
pururuca plinc 70gr .,11_679,11,679
vent mesa britania 40cm prot pt 6p 220v,23_1471,23,1471
gel cola yelsew extreme 10 super fix 1kg,206_389,206,389
esmalte vult 5free panqueca doce 09 8ml,151_239,151,239
cha leao fuze vde\limao zero pet 1l,89_635,89,635
sandalia rider barcelona pt 43x44,21_22,21,22
vinho pinhel 750ml colheita tto,6_112,6,112
kit marco boni c/22 elasticos p/cabelo 6070,39_1078,39,1078
sand ad havaianas top gracia 33/34 branco,21_22,21,22
roc minesol oil control fps 30 50g,174_1188,174,1188
costela bov elgolli (pedaco) kg,18_404,18,404
lancheira sestini mag crink rs 075484-08,54_1460,54,1460
kit bola natal nsw c/2 pr 10cm sda83710,98_136,98,136
limpa vidros proauto conc 100ml,230_1639,230,1639
arroz l fino quati 5kg-pc t1,224_465,224,465
cafe soluvel iguacu crem ex-forte rf 50g,20_430,20,430
mortadela aurora tradicional 400g,268_852,268,852
bolo mini bauducco duo 34g-un duplo choc,185_395,185,395
alim caes baw waw natural pro frango e arroz 1kg,77_26,77,26
rischioto porta frios ret.2pcs ref 150,56_1059,56,1059
cesto roupa ou c/tampa 47l co570vdb,127_188,127,188
confeito disqueti dori choc bco 150g pouch,34_36,34,36
sab barra plush 180g e doce/camomila,107_40,107,40
carvao sertanejo 4kg,173_536,173,536
carambola bandeja 250gr ..,163_1876,163,1876
prato raso 27cm harena luminarc,31_33,31,33
lixeira catuai 3l c/pedal inox .,59_69,59,69
choc bar lacta ao leite 150g,57_365,57,365
colorifico cordeiro 100g,9_437,9,437
queijo mucarela corte peso,67_95,67,95
saco p/lixo nolixo 50l 35und,120_388,120,388
couve folha vivaris in natura organ un,41_1426,41,1426
cond ecologie camomila/germe trigo rf 275ml,49_0,49,0
purif ar ap bom ar click sp euc 12ml,114_422,114,422
coqueteleira luminarc 580ml l3937,13_824,13,824
pasta de amendoim integral 1k power one original,0_463,0,463
sobrecoxa fgo sadia 1kg pc cong,93_777,93,777
avela excelencia 150g s/casca,163_1877,163,1877
refr po tang 25g-ev laranja,189_346,189,346
jg cama andreza n marrakesh solt az h584,55_196,55,196
geleia stovit 260g frutas verm.,103_283,103,283
vinho portugues topazio tto douro 750ml,6_295,6,295
queijo vermont tomme vaudoise 125g,67_236,67,236
manteiga 200g compleite,144_227,144,227
luva monza perola,320_1153,320,1153
proteina nature whey nutrata baun 400g,190_333,190,333
maca gala (comum) kg,163_15,163,15
bisc isabela palito chocolate pct 70g,5_133,5,133
fuba pre-cozido anchieta 500g,26_683,26,683
iogurte danone morango bj 540g,135_0,135,0
edredom acasa imp solt r canelado uva,55_751,55,751
torneira filtro autom cromada elite,75_1323,75,1323
copo plast plaszom nobre cr 200ml c/25,32_104,32,104
preservativo prudence eg ultra sensi c/6,238_970,238,970
amac roupa alpes azul 2l,71_0,71,0
kit trat. intenso novex c/2 oleo argan,132_1878,132,1878
sousplat ronda 31cm,56_535,56,535
sand ipanema classic fem 37/8 roxo,21_22,21,22
queijo reino president kg lata fatiado,67_413,67,413
sh pantene 400ml cuidado classic,37_101,37,101
fone p/ouvido philips pt/vm shg7210/10,150_1012,150,1012
jardineira nutriplan elegance am 01,61_327,61,327
tigela duralex c/tp 0.5l sm400.030.37,47_410,47,410
cabide adulto cromado c/3und,125_470,125,470
refrig coca cola zero pet 1.5l c/4,16_554,16,554
toalha banho royal piscina,46_55,46,55
alem jagermeister 700ml,136_202,136,202
vinho chileno antakari resv viognier 750ml,6_100,6,100
sorvete smoti pt 110ml caram. flor sal,8_8,8,8
banheira inflavel mor 28l,164_1578,164,1578
pano zenaleti limpeza 50x65cm,121_173,121,173
deo colonia muriel acqua essence flor cerejeira 250ml,232_223,232,223
sab liq facial nivea 150ml,36_207,36,207
pimenta chelli graos tb 44g,9_375,9,375
bala mastig butter toffee café 600g,57_640,57,640
filtro ar condicionado 3m 21x33cm c/2,184_436,184,436
geleia noel 454g pessego,103_283,103,283
tapete acasa e redondo 90cm bjf-16,159_263,159,263
preservativo olla prolong fp c/6,238_1785,238,1785
"suco de uva integral mioranza 1,5l tinto",15_463,15,463
doce coco cocada branca d laiz 160g,111_162,111,162
limpa vidros zap clean rf 500ml,242_0,242,0
azeitona verde gran romano fatiada sache 120g,162_511,162,511
champagne laforge brut grande cuvee 750ml,188_288,188,288
cabide de plastico1 -daiso,125_470,125,470
fertlizante salitre chile 500g,61_793,61,793
cabide amilplast adulto conj.03 pc,125_470,125,470
colorifico siamar 500g,9_437,9,437
suco organico 1l jasmine goiaba,310_12,310,12
desinf pinho bril toque erva doce lv500ml pg450ml,157_924,157,924
pano esfrebom multiuso rolo vermelho,121_173,121,173
amac roupa amacitel diversao 2l,71_0,71,0
batata mccain caseiras 400g,182_312,182,312
limp deseng sanol squeze 500ml,275_0,275,0
espelho/bandeja umbra prisma dr 6165,244_546,244,546
hidrat loc corpo monange hidrat kit 200ml+desod.60ml,60_73,60,73
peix resfr kani kama frescatto 200g-pc tablete,131_1166,131,1166
salsicha hot dog cong kg perdigao 5kg,292_1509,292,1509
marshmallow haribo chamallows 250g cables blue,57_1030,57,1030
cacarola mta supra cereja tvt n20,13_254,13,254
agua sanitaria brilux lv1l pg900ml,282_614,282,614
cond pantene hidro cauterizacao 200ml,49_73,49,73
vedante nedo couro t 1/2 3pecas 191 .,210_1283,210,1283
sab liq ox plants hidratante 250ml,36_207,36,207
chocolate 85g lacta cacau 60% laranj,57_1076,57,1076
t.cor&ton 175g cr.kit 6.54 acaju acob,10_405,10,405
amendoa vila oliva tor/salgada 150g,42_644,42,644
ap jantar imp b 18pcs bg,31_228,31,228
fralda cremer jumbinho p 1x20,65_878,65,878
baguete chama gratinada parmesao kg,69_954,69,954
limp m uso minuano campestre 500ml,43_1262,43,1262
confeito m&m amend 45g,34_1719,34,1719
iog polpa ninho fruti morango 250g,135_201,135,201
pudim farinha kg,301_948,301,948
costela suina cong.porcionado kg,186_404,186,404
pao de mandioquinha chama kg,69_264,69,264
mac gd vilma espaguete 500g-pc n-08,19_144,19,144
refrig schweppes tônica lt 350ml c/6,16_594,16,594
toalha mesa corttex jaq e 1.48x2.20 myri,180_55,180,55
rondelle italica 4 queijos bj 650g,4_563,4,563
copo cisper caldereta .,47_104,47,104
kit sh pantene 400ml+cond 175ml contr qu,132_194,132,194
suco pronto greenpeople 500ml-gf lar,15_12,15,12
celular samsung galaxy s10e 128gb bc,271_668,271,668
alface crespa lazaroto higienizada 150g,41_262,41,262
farinha de trigo 1kg provatti,26_181,26,181
acafrao sabor peti po 73g,9_1029,9,1029
beb mista santa laranja 2l,193_346,193,346
marrom glace kg .,172_912,172,912
jg cama acasa king d micro cz 1901,55_196,55,196
sab liq inf johnsons baby cabeça aos pes rf 200ml,325_40,325,40
agua m lindoia prem c/gas 510ml pet,2_452,2,452
cravo sabor 5g,9_664,9,664
revista saude e vital,177_302,177,302
far trigo anaconda premium 1kg tp1,26_181,26,181
bolo beijinho kg,185_1257,185,1257
jg enfeite natal imp 6pcs ywck48-60,98_136,98,136
mac inst lamenitos maggi 85g vitam. carne suave,19_92,19,92
bala mastig sasse zoo fruit 1kg-pc,57_185,57,185
reparador pontas niely gold mega br 42ml,246_1282,246,1282
biscoito 135g bergen aveia/gerg,5_529,5,529
iluminador facial vult stick 01 4g,176_1675,176,1675
batata tubo stax cream onion 156g,11_506,11,506
sanduicheira sanremo,56_356,56,356
bandeja inox golden p/servir,13_509,13,509
fortaleza biscoito maizena 400g,5_72,5,72
cesto imp acasa n 38x47 tec az 172l,127_188,127,188
purif ar aero no ar jasmim india 360ml,114_128,114,128
"bolsa termica para marmiteira (aluminio,9.5cmx -daiso",78_103,78,103
molho shoyo marman trad 150ml,147_0,147,0
churrasqueira fischer elet 3e 220v 19259,194_998,194,998
coleira baw waw s forrada n.4,85_448,85,448
queijo ralado betania 50g grosso,67_1132,67,1132
agua tonica sarandi zero lt 340ml,16_1879,16,1879
shamp hello kitty 260ml cab cachead,148_258,148,258
sandalia havaianas stylish cz/gl 35x36,21_22,21,22
caneca de vidro 260ml wincy vda09008,47_83,47,83
linguica cuiabana supreme 400g,94_0,94,0
sabonete liquido 1l dermacream concent neutro,36_40,36,40
lenco umed piquitucho azul pt 70,216_441,216,441
bisc petit four biscoitolandia florzinha 140g,5_0,5,0
arroz maximo integ t1 1kg,224_463,224,463
oleo composto nossa ceia 500ml pet,146_403,146,403
frigideira maralar color n20 c/espatula gratis,13_154,13,154
"odoriz rodabrisa air 7ml, lavanda",212_422,212,422
corrente p/caes baw waw n.6,85_857,85,857
carne seca paulistinha traseiro 500g,270_907,270,907
lava roupas liquido 2l mimo concentrad,22_23,22,23
cigarro smoking mangarosa un,156_249,156,249
morango dom fruto premium bj 250g,163_320,163,320
suporte campinas margarida n3,255_1520,255,1520
cafe vacuo 3 coracoes kit cafe 4x500g-cx prom ex forte,20_798,20,798
pao nino forma zero pct 400g,69_275,69,275
pao queijo assado trad kg,274_0,274,0
cereais jasmine g flakes mel fruta 300g,53_433,53,433
prato lam fest lar n.10 c 01,32_33,32,33
cr trat dove pure care dry oil 350g,87_0,87,0
espumante lirica crua brut 750ml,35_37,35,37
pote de plastico para cozinh. ml 3 uni -daiso,56_66,56,66
gel dent tandy 50g l3p2,288_1763,288,1763
porta retrato acasa madeira 20x25 051,287_801,287,801
purificador de ar 12ml pratik refil talco,114_128,114,128
sand havaianas kids max 1pr cinza/lar 25/26,21_22,21,22
panetone parati fruta 500gr,247_558,247,558
saca rolha mimo inox,13_1120,13,1120
flor nat rosa do deserto 15un-pt,133_197,133,197
sand ad havaianas top max street 39/40 areia,21_22,21,22
esc dent des oral b elet d12 vitality,128_189,128,189
sandalia havaianas star wars ferrugem 39/40,21_22,21,22
bife alcatra baby kg,18_1880,18,1880
cafe soluvel brasileiro trad sache 50g,20_430,20,430
torrada saud bauducco integral 160g,5_1461,5,1461
choc bombom lacta mini sonho valsa 172g,57_344,57,344
revista promocao almanaque disney inf,177_302,177,302
bisc loacker noir orange cx 100g,5_288,5,288
desinf belga eucalipto 500ml,157_253,157,253
castanha caju la violetera nootz pct 40g,74_96,74,96
vinho frances morin bourgo chablis 750ml,6_6,6,6
panetone nestle classic 750g,247_395,247,395
"cafe capital 500g, tradicional almofada",20_21,20,21
escorredor pratos coza 10848vd,56_440,56,440
repelente p/ralo 1un sanymix,240_1475,240,1475
chinelo hav new baby herois turquesa/morango 19,21_669,21,669
panettone festtone frutas 400g,247_558,247,558
sab bar mato doce canela 220gr,107_207,107,207
coxa e sobrecoxa kg lar 20kg,63_298,63,298
castanha caju desidratada 200g,74_96,74,96
massa rolinho primav longway 450g cong 30 folhas,4_264,4,264
"sand havaiana t conceit, 39/40, pt/cz gl",21_22,21,22
rabanete hortifolhas mh kg,124_706,124,706
copo desc fest lar vermelho 200ml,32_104,32,104
caderno tilibra minnie broch 1/4 96fls,54_62,54,62
vinho chileno concha toro carmenere 750ml,6_100,6,100
esc cabelo ricca metal point 14 rf.416,39_43,39,43
porta escova dente imp cobre,245_547,245,547
bandeja redonda inox 30cm,13_509,13,509
limp perf girando sol brisa oceano 1l,43_50,43,50
esc dent bas sanifill tendency sm 1un,128_198,128,198
bisc cookies dona benta choc 60g,5_808,5,808
banana benassi desidratada 200g,163_47,163,47
bola natal nsw vm 10cm c/2 sda9388r10,98_1617,98,1617
limpa ar cond auto fast clear lavanda,230_1097,230,1097
boneca mini mickey pascoa 6204,290_178,290,178
pascoa ovo nestle alpino combo c3x110g,27_29,27,29
kit cerv therezopolis rubini gf 600ml,14_114,14,114
perfume its life feminino 100ml,232_661,232,661
arroz gladiador tp1 5kg,224_465,224,465
alim cao new dog mix 1kg,77_26,77,26
difusor aromas aroeira de vento po 250ml,114_549,114,549
pano de copa fiori 46x65cm .,121_596,121,596
pano de prato pintado especial 68x48cm copalimpa,121_596,121,596
proauto odorizante breeze sensations 5ml extreme,212_422,212,422
queijo coal espeto c/oreg peso,67_111,67,111
toalha rosto acasa b intense off 403,46_238,46,238
esfregao p/ piso ober 70x42 jeans,121_1519,121,1519
"alim p gatos whiskas ad 290g, peixe",24_314,24,314
choc ital loaker 87g ta cream kakao,57_336,57,336
cr pentear pantene hidro cauterizacao 250ml/240g,149_73,149,73
cr pentear wella pro series color240ml,149_0,149,0
vinho terras varietal 750ml merlot,6_54,6,54
colonia phytoderm red sport 100ml,232_223,232,223
mac ital barilla piccol 500g-cx rigate mini,19_494,19,494
mac ital barilla collez 500g mezz pen tricolori,19_494,19,494
"batata johnny 160g, queijo",11_506,11,506
snack poplev banana canela s/gl s/l 50g,76_416,76,416
queijo regina estepe kg fatiado cheddar,67_724,67,724
cesto org arthi 22l vd 7712,127_383,127,383
pao de queijo arco iris un,274_0,274,0
beb lactea tirol chocolate tp 1l,135_304,135,304
saco limp ober 65x44 alvej fort,121_173,121,173
hidrat loc corpo paixao seducao 200ml,60_73,60,73
paleta bov sao joaquim frescal kg,18_1462,18,1462
cond alta moda hair repair 300ml,49_77,49,77
pimentao misto k,124_179,124,179
fralda pampers pants gts me xxg c/52,65_1881,65,1881
balde de gelo 8l uz acrilico verde,47_397,47,397
patinho bov argus (bife)(p) kg,183_1292,183,1292
toalha praia teka malaga a listra azul,46_55,46,55
cond vizcaya pos escova progressiva 150ml,49_1882,49,1882
coleira cao happy au xadrez d n2,85_448,85,448
avental corttex color art 60x70 acqua,180_451,180,451
fralda super jumbo capricho gde c/80,65_1068,65,1068
papel assa light wyda 30x30m,120_1883,120,1883
salg doritos 55g-pc. cool ranch,11_11,11,11
caderno jandaia cf broch 1/4 96f max steel,54_62,54,62
sandalia havaianas new baby pets marfim 23/24,73_22,73,22
limp m uso facille trad 500ml,43_0,43,0
peitoral baw waw guia caes est n║ 1/15m,85_471,85,471
